==31575== NVPROF is profiling process 31575, command: ./0123HomeWork 4 8
==31575== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==31575== Profiling application: ./0123HomeWork 4 8
==31575== Profiling result:
==31575== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "NVIDIA Tegra X2 (0)"
    Kernel: find_hash(int, int)
          1              l2_subp0_write_sector_misses          51          51          51          51
          1              l2_subp1_write_sector_misses           4           4           4           4
          1               l2_subp0_read_sector_misses       18068       18068       18068       18068
          1               l2_subp1_read_sector_misses         988         988         988         988
          1          l2_subp0_read_tex_sector_queries       47022       47022       47022       47022
          1          l2_subp1_read_tex_sector_queries       44644       44644       44644       44644
          1         l2_subp0_write_tex_sector_queries       87038       87038       87038       87038
          1         l2_subp1_write_tex_sector_queries       67275       67275       67275       67275
          1             l2_subp0_read_tex_hit_sectors       45670       45670       45670       45670
          1             l2_subp1_read_tex_hit_sectors       45308       45308       45308       45308
          1            l2_subp0_write_tex_hit_sectors       76868       76868       76868       76868
          1            l2_subp1_write_tex_hit_sectors        1350        1350        1350        1350
          1        l2_subp0_total_read_sector_queries       66638       66638       66638       66638
          1        l2_subp1_total_read_sector_queries       40199       40199       40199       40199
          1       l2_subp0_total_write_sector_queries       86188       86188       86188       86188
          1       l2_subp1_total_write_sector_queries       69059       69059       69059       69059
          1                         elapsed_cycles_sm     6997360     6997360     6997360     6997360
          1                              generic_load       35464       35464       35464       35464
          1                             generic_store       21824       21824       21824       21824
          1                               global_load         686         686         686         686
          1                              global_store          33          33          33          33
          1                                local_load       43808       43808       43808       43808
          1                               local_store       67180       67180       67180       67180
