==31189== NVPROF is profiling process 31189, command: ./0123HomeWork 4 32
==31189== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==31189== Profiling application: ./0123HomeWork 4 32
==31189== Profiling result:
==31189== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "NVIDIA Tegra X2 (0)"
    Kernel: find_hash(int, int)
          1              l2_subp0_write_sector_misses          51          51          51          51
          1              l2_subp1_write_sector_misses           4           4           4           4
          1               l2_subp0_read_sector_misses        6727        6727        6727        6727
          1               l2_subp1_read_sector_misses         716         716         716         716
          1          l2_subp0_read_tex_sector_queries      107786      107786      107786      107786
          1          l2_subp1_read_tex_sector_queries      101160      101160      101160      101160
          1         l2_subp0_write_tex_sector_queries      200169      200169      200169      200169
          1         l2_subp1_write_tex_sector_queries      154824      154824      154824      154824
          1             l2_subp0_read_tex_hit_sectors      104144      104144      104144      104144
          1             l2_subp1_read_tex_hit_sectors      103342      103342      103342      103342
          1            l2_subp0_write_tex_hit_sectors      176841      176841      176841      176841
          1            l2_subp1_write_tex_hit_sectors        4984        4984        4984        4984
          1        l2_subp0_total_read_sector_queries      125156      125156      125156      125156
          1        l2_subp1_total_read_sector_queries       90847       90847       90847       90847
          1       l2_subp0_total_write_sector_queries      196007      196007      196007      196007
          1       l2_subp1_total_write_sector_queries      157208      157208      157208      157208
          1                         elapsed_cycles_sm     4225718     4225718     4225718     4225718
          1                              generic_load       20384       20384       20384       20384
          1                             generic_store       12544       12544       12544       12544
          1                               global_load         396         396         396         396
          1                              global_store          33          33          33          33
          1                                local_load       25120       25120       25120       25120
          1                               local_store       38564       38564       38564       38564
