==19198== NVPROF is profiling process 19198, command: ./0123HomeWork 80 256
==19198== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==19198== Profiling application: ./0123HomeWork 80 256
==19198== Profiling result:
==19198== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "NVIDIA Tegra X2 (0)"
    Kernel: find_hash(int, int)
          1              l2_subp0_write_sector_misses      283427      283427      283427      283427
          1              l2_subp1_write_sector_misses      259943      259943      259943      259943
          1               l2_subp0_read_sector_misses       19387       19387       19387       19387
          1               l2_subp1_read_sector_misses        5500        5500        5500        5500
          1          l2_subp0_read_tex_sector_queries      703158      703158      703158      703158
          1          l2_subp1_read_tex_sector_queries      696080      696080      696080      696080
          1         l2_subp0_write_tex_sector_queries     1253205     1253205     1253205     1253205
          1         l2_subp1_write_tex_sector_queries     1215452     1215452     1215452     1215452
          1             l2_subp0_read_tex_hit_sectors      698860      698860      698860      698860
          1             l2_subp1_read_tex_hit_sectors      693566      693566      693566      693566
          1            l2_subp0_write_tex_hit_sectors     1257185     1257185     1257185     1257185
          1            l2_subp1_write_tex_hit_sectors       26752       26752       26752       26752
          1        l2_subp0_total_read_sector_queries      713898      713898      713898      713898
          1        l2_subp1_total_read_sector_queries      696767      696767      696767      696767
          1       l2_subp0_total_write_sector_queries     1268015     1268015     1268015     1268015
          1       l2_subp1_total_write_sector_queries     1229600     1229600     1229600     1229600
          1                         elapsed_cycles_sm     4636904     4636904     4636904     4636904
          1                              generic_load      136760      136760      136760      136760
          1                             generic_store       84160       84160       84160       84160
          1                               global_load        3270        3270        3270        3270
          1                              global_store          33          33          33          33
          1                                local_load      167968      167968      167968      167968
          1                               local_store      280832      280832      280832      280832
