==26119== NVPROF is profiling process 26119, command: ./0123HomeWork 16 256
==26119== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==26119== Profiling application: ./0123HomeWork 16 256
==26119== Profiling result:
==26119== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "NVIDIA Tegra X2 (0)"
    Kernel: find_hash(int, int)
          1              l2_subp0_write_sector_misses      179301      179301      179301      179301
          1              l2_subp1_write_sector_misses      166370      166370      166370      166370
          1               l2_subp0_read_sector_misses       12344       12344       12344       12344
          1               l2_subp1_read_sector_misses        3337        3337        3337        3337
          1          l2_subp0_read_tex_sector_queries      453664      453664      453664      453664
          1          l2_subp1_read_tex_sector_queries      448306      448306      448306      448306
          1         l2_subp0_write_tex_sector_queries      768625      768625      768625      768625
          1         l2_subp1_write_tex_sector_queries      745568      745568      745568      745568
          1             l2_subp0_read_tex_hit_sectors      449164      449164      449164      449164
          1             l2_subp1_read_tex_hit_sectors      445622      445622      445622      445622
          1            l2_subp0_write_tex_hit_sectors      800489      800489      800489      800489
          1            l2_subp1_write_tex_hit_sectors       25596       25596       25596       25596
          1        l2_subp0_total_read_sector_queries      457762      457762      457762      457762
          1        l2_subp1_total_read_sector_queries      446084      446084      446084      446084
          1       l2_subp0_total_write_sector_queries      794597      794597      794597      794597
          1       l2_subp1_total_write_sector_queries      768442      768442      768442      768442
          1                         elapsed_cycles_sm     2925472     2925472     2925472     2925472
          1                              generic_load       87932       87932       87932       87932
          1                             generic_store       54112       54112       54112       54112
          1                               global_load        1819        1819        1819        1819
          1                              global_store          33          33          33          33
          1                                local_load      108320      108320      108320      108320
          1                               local_store      170552      170552      170552      170552
