==26047== NVPROF is profiling process 26047, command: ./0123HomeWork 16 256
==26047== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==26047== Profiling application: ./0123HomeWork 16 256
==26047== Profiling result:
==26047== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "NVIDIA Tegra X2 (0)"
    Kernel: find_hash(int, int)
          1              l2_subp0_write_sector_misses      497712      497712      497712      497712
          1              l2_subp1_write_sector_misses      457860      457860      457860      457860
          1               l2_subp0_read_sector_misses       29340       29340       29340       29340
          1               l2_subp1_read_sector_misses        8349        8349        8349        8349
          1          l2_subp0_read_tex_sector_queries     1235284     1235284     1235284     1235284
          1          l2_subp1_read_tex_sector_queries     1221447     1221447     1221447     1221447
          1         l2_subp0_write_tex_sector_queries     2103529     2103529     2103529     2103529
          1         l2_subp1_write_tex_sector_queries     2037688     2037688     2037688     2037688
          1             l2_subp0_read_tex_hit_sectors     1188958     1188958     1188958     1188958
          1             l2_subp1_read_tex_hit_sectors     1181628     1181628     1181628     1181628
          1            l2_subp0_write_tex_hit_sectors     2128041     2128041     2128041     2128041
          1            l2_subp1_write_tex_hit_sectors    15233556    15233556    15233556    15233556
          1        l2_subp0_total_read_sector_queries     1245040     1245040     1245040     1245040
          1        l2_subp1_total_read_sector_queries     1216198     1216198     1216198     1216198
          1       l2_subp0_total_write_sector_queries     2098279     2098279     2098279     2098279
          1       l2_subp1_total_write_sector_queries     2033928     2033928     2033928     2033928
          1                         elapsed_cycles_sm     7806786     7806786     7806786     7806786
          1                              generic_load      237848      237848      237848      237848
          1                             generic_store      146368      146368      146368      146368
          1                               global_load        4702        4702        4702        4702
          1                              global_store          33          33          33          33
          1                                local_load      295008      295008      295008      295008
          1                               local_store      456418      456418      456418      456418
