==20649== NVPROF is profiling process 20649, command: ./0123HomeWork 80 4
==20649== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==20649== Profiling application: ./0123HomeWork 80 4
==20649== Profiling result:
==20649== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "NVIDIA Tegra X2 (0)"
    Kernel: find_hash(int, int)
          1              l2_subp0_write_sector_misses     1051477     1051477     1051477     1051477
          1              l2_subp1_write_sector_misses      968242      968242      968242      968242
          1               l2_subp0_read_sector_misses      316013      316013      316013      316013
          1               l2_subp1_read_sector_misses       93031       93031       93031       93031
          1          l2_subp0_read_tex_sector_queries     2580111     2580111     2580111     2580111
          1          l2_subp1_read_tex_sector_queries     2581655     2581655     2581655     2581655
          1         l2_subp0_write_tex_sector_queries     4418610     4418610     4418610     4418610
          1         l2_subp1_write_tex_sector_queries     4281993     4281993     4281993     4281993
          1             l2_subp0_read_tex_hit_sectors     2514573     2514573     2514573     2514573
          1             l2_subp1_read_tex_hit_sectors     2520948     2520948     2520948     2520948
          1            l2_subp0_write_tex_hit_sectors     4501643     4501643     4501643     4501643
          1            l2_subp1_write_tex_hit_sectors        7748        7748        7748        7748
          1        l2_subp0_total_read_sector_queries     2671711     2671711     2671711     2671711
          1        l2_subp1_total_read_sector_queries     2582044     2582044     2582044     2582044
          1       l2_subp0_total_write_sector_queries     4431511     4431511     4431511     4431511
          1       l2_subp1_total_write_sector_queries     4294208     4294208     4294208     4294208
          1                         elapsed_cycles_sm    59795618    59795618    59795618    59795618
          1                              generic_load     2025192     2025192     2025192     2025192
          1                             generic_store     1246272     1246272     1246272     1246272
          1                               global_load       39026       39026       39026       39026
          1                              global_store          33          33          33          33
          1                                local_load     2465312     2465312     2465312     2465312
          1                               local_store     3777920     3777920     3777920     3777920
