==23495== NVPROF is profiling process 23495, command: ./0123HomeWork 64 1
==23495== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==23495== Profiling application: ./0123HomeWork 64 1
==23495== Profiling result:
==23495== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "NVIDIA Tegra X2 (0)"
    Kernel: find_hash(int, int)
          1              l2_subp0_write_sector_misses     1446253     1446253     1446253     1446253
          1              l2_subp1_write_sector_misses     1329703     1329703     1329703     1329703
          1               l2_subp0_read_sector_misses      435476      435476      435476      435476
          1               l2_subp1_read_sector_misses      125875      125875      125875      125875
          1          l2_subp0_read_tex_sector_queries     3538520     3538520     3538520     3538520
          1          l2_subp1_read_tex_sector_queries     3540636     3540636     3540636     3540636
          1         l2_subp0_write_tex_sector_queries     6135890     6135890     6135890     6135890
          1         l2_subp1_write_tex_sector_queries     5945307     5945307     5945307     5945307
          1             l2_subp0_read_tex_hit_sectors     3448340     3448340     3448340     3448340
          1             l2_subp1_read_tex_hit_sectors     3457534     3457534     3457534     3457534
          1            l2_subp0_write_tex_hit_sectors     6044138     6044138     6044138     6044138
          1            l2_subp1_write_tex_hit_sectors        7724        7724        7724        7724
          1        l2_subp0_total_read_sector_queries     3691740     3691740     3691740     3691740
          1        l2_subp1_total_read_sector_queries     3572352     3572352     3572352     3572352
          1       l2_subp0_total_write_sector_queries     5967895     5967895     5967895     5967895
          1       l2_subp1_total_write_sector_queries     5782468     5782468     5782468     5782468
          1                         elapsed_cycles_sm    82048410    82048410    82048410    82048410
          1                              generic_load     2775188     2775188     2775188     2775188
          1                             generic_store     1707808     1707808     1707808     1707808
          1                               global_load       53433       53433       53433       53433
          1                              global_store          33          33          33          33
          1                                local_load     3381088     3381088     3381088     3381088
          1                               local_store     5179610     5179610     5179610     5179610
