==20528== NVPROF is profiling process 20528, command: ./0123HomeWork 80 8
==20528== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==20528== Profiling application: ./0123HomeWork 80 8
==20528== Profiling result:
==20528== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "NVIDIA Tegra X2 (0)"
    Kernel: find_hash(int, int)
          1              l2_subp0_write_sector_misses      210968      210968      210968      210968
          1              l2_subp1_write_sector_misses      193823      193823      193823      193823
          1               l2_subp0_read_sector_misses       34715       34715       34715       34715
          1               l2_subp1_read_sector_misses       10887       10887       10887       10887
          1          l2_subp0_read_tex_sector_queries      522807      522807      522807      522807
          1          l2_subp1_read_tex_sector_queries      523283      523283      523283      523283
          1         l2_subp0_write_tex_sector_queries      897709      897709      897709      897709
          1         l2_subp1_write_tex_sector_queries      869892      869892      869892      869892
          1             l2_subp0_read_tex_hit_sectors      514265      514265      514265      514265
          1             l2_subp1_read_tex_hit_sectors      510903      510903      510903      510903
          1            l2_subp0_write_tex_hit_sectors      900605      900605      900605      900605
          1            l2_subp1_write_tex_hit_sectors     5454984     5454984     5454984     5454984
          1        l2_subp0_total_read_sector_queries      540749      540749      540749      540749
          1        l2_subp1_total_read_sector_queries      522858      522858      522858      522858
          1       l2_subp0_total_write_sector_queries      892738      892738      892738      892738
          1       l2_subp1_total_write_sector_queries      864497      864497      864497      864497
          1                         elapsed_cycles_sm    11169014    11169014    11169014    11169014
          1                              generic_load      404820      404820      404820      404820
          1                             generic_store      249120      249120      249120      249120
          1                               global_load        7865        7865        7865        7865
          1                              global_store          33          33          33          33
          1                                local_load      499616      499616      499616      499616
          1                               local_store      767948      767948      767948      767948
