==26693== NVPROF is profiling process 26693, command: ./0123HomeWork 32 4
==26693== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==26693== Profiling application: ./0123HomeWork 32 4
==26693== Profiling result:
==26693== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors        2214        2214        2214        2214
          1                     fb_subp1_read_sectors        2537        2537        2537        2537
          1                    fb_subp0_write_sectors       14801       14801       14801       14801
          1                    fb_subp1_write_sectors        8913        8913        8913        8913
          1              l2_subp0_write_sector_misses       16344       16344       16344       16344
          1              l2_subp1_write_sector_misses       15716       15716       15716       15716
          1               l2_subp0_read_sector_misses        2399        2399        2399        2399
          1               l2_subp1_read_sector_misses        2339        2339        2339        2339
          1          l2_subp0_read_tex_sector_queries     7974981     7974981     7974981     7974981
          1          l2_subp1_read_tex_sector_queries    10082825    10082825    10082825    10082825
          1         l2_subp0_write_tex_sector_queries   478869120   478869120   478869120   478869120
          1         l2_subp1_write_tex_sector_queries   478936281   478936281   478936281   478936281
          1             l2_subp0_read_tex_hit_sectors     7608021     7608021     7608021     7608021
          1             l2_subp1_read_tex_hit_sectors    10416348    10416348    10416348    10416348
          1            l2_subp0_write_tex_hit_sectors   479390446   479390446   479390446   479390446
          1            l2_subp1_write_tex_hit_sectors   476618891   476618891   476618891   476618891
          1        l2_subp0_total_read_sector_queries     7624764     7624764     7624764     7624764
          1        l2_subp1_total_read_sector_queries    10433085    10433085    10433085    10433085
          1       l2_subp0_total_write_sector_queries   478881109   478881109   478881109   478881109
          1       l2_subp1_total_write_sector_queries   478948219   478948219   478948219   478948219
          1                         elapsed_cycles_sm  6.7365e+10  6.7365e+10  6.7365e+10  6.7365e+10
          1                              generic_load   117255840   117255840   117255840   117255840
          1                             generic_store   766672800   766672800   766672800   766672800
          1                               global_load     2254952     2254952     2254952     2254952
          1                              global_store          33          33          33          33
          1                                local_load   288912032   288912032   288912032   288912032
          1                               local_store   189600164   189600164   189600164   189600164
