==16826== NVPROF is profiling process 16826, command: ./0123HomeWork 80 2
==16826== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==16826== Profiling application: ./0123HomeWork 80 2
==16826== Profiling result:
==16826== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors        5430        5430        5430        5430
          1                     fb_subp1_read_sectors        4711        4711        4711        4711
          1                    fb_subp0_write_sectors       24979       24979       24979       24979
          1                    fb_subp1_write_sectors     1261859     1261859     1261859     1261859
          1              l2_subp0_write_sector_misses       26232       26232       26232       26232
          1              l2_subp1_write_sector_misses       26305       26305       26305       26305
          1               l2_subp0_read_sector_misses        5455        5455        5455        5455
          1               l2_subp1_read_sector_misses        5411        5411        5411        5411
          1          l2_subp0_read_tex_sector_queries    12690091    12690091    12690091    12690091
          1          l2_subp1_read_tex_sector_queries    16308939    16308939    16308939    16308939
          1         l2_subp0_write_tex_sector_queries   770374408   770374408   770374408   770374408
          1         l2_subp1_write_tex_sector_queries   766983401   766983401   766983401   766983401
          1             l2_subp0_read_tex_hit_sectors    12726245    12726245    12726245    12726245
          1             l2_subp1_read_tex_hit_sectors    16545880    16545880    16545880    16545880
          1            l2_subp0_write_tex_hit_sectors   774852553   774852553   774852553   774852553
          1            l2_subp1_write_tex_hit_sectors   773067512   773067512   773067512   773067512
          1        l2_subp0_total_read_sector_queries    12657087    12657087    12657087    12657087
          1        l2_subp1_total_read_sector_queries    16595474    16595474    16595474    16595474
          1       l2_subp0_total_write_sector_queries   781010524   781010524   781010524   781010524
          1       l2_subp1_total_write_sector_queries   767449678   767449678   767449678   767449678
          1                         elapsed_cycles_sm  4.3490e+10  4.3490e+10  4.3490e+10  4.3490e+10
          1                              generic_load   190236072   190236072   190236072   190236072
          1                             generic_store  1243851240  1243851240  1243851240  1243851240
          1                               global_load     3658466     3658466     3658466     3658466
          1                              global_store          33          33          33          33
          1                                local_load   463952416   463952416   463952416   463952416
          1                               local_store   304472912   304472912   304472912   304472912
