==105956== NVPROF is profiling process 105956, command: ./0123HomeWork 1 16
==105956== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==105956== Profiling application: ./0123HomeWork 1 16
==105956== Profiling result:
==105956== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors          48          48          48          48
          1                     fb_subp1_read_sectors           0           0           0           0
          1                    fb_subp0_write_sectors         160         160         160         160
          1                    fb_subp1_write_sectors          13          13          13          13
          1              l2_subp0_write_sector_misses         212         212         212         212
          1              l2_subp1_write_sector_misses         196         196         196         196
          1               l2_subp0_read_sector_misses          24          24          24          24
          1               l2_subp1_read_sector_misses          28          28          28          28
          1          l2_subp0_read_tex_sector_queries     7056722     7056722     7056722     7056722
          1          l2_subp1_read_tex_sector_queries    10585073    10585073    10585073    10585073
          1         l2_subp0_write_tex_sector_queries   522195552   522195552   522195552   522195552
          1         l2_subp1_write_tex_sector_queries   475150953   475150953   475150953   475150953
          1             l2_subp0_read_tex_hit_sectors     7056722     7056722     7056722     7056722
          1             l2_subp1_read_tex_hit_sectors    10585073    10585073    10585073    10585073
          1            l2_subp0_write_tex_hit_sectors   475150822   475150822   475150822   475150822
          1            l2_subp1_write_tex_hit_sectors   522195481   522195481   522195481   522195481
          1        l2_subp0_total_read_sector_queries     9646572     9646572     9646572     9646572
          1        l2_subp1_total_read_sector_queries     8469664     8469664     8469664     8469664
          1       l2_subp0_total_write_sector_queries   475150936   475150936   475150936   475150936
          1       l2_subp1_total_write_sector_queries   522195586   522195586   522195586   522195586
          1                              generic_load    61158032    61158032    61158032    61158032
          1                             generic_store   399879440   399879440   399879440   399879440
          1                               global_load     1176117     1176117     1176117     1176117
          1                              global_store          33          33          33          33
          1                                local_load   150542880   150542880   150542880   150542880
          1                               local_store    98793796    98793796    98793796    98793796
==105956== Warning: One or more events or metrics overflowed. Rerun with "--print-gpu-trace" for detail.
