==22897== NVPROF is profiling process 22897, command: ./0123HomeWork 64 1
==22897== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==22897== Profiling application: ./0123HomeWork 64 1
==22897== Profiling result:
==22897== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors         138         138         138         138
          1                     fb_subp1_read_sectors        4600        4600        4600        4600
          1                    fb_subp0_write_sectors        2161        2161        2161        2161
          1                    fb_subp1_write_sectors       28496       28496       28496       28496
          1              l2_subp0_write_sector_misses        2617        2617        2617        2617
          1              l2_subp1_write_sector_misses        2276        2276        2276        2276
          1               l2_subp0_read_sector_misses         193         193         193         193
          1               l2_subp1_read_sector_misses         144         144         144         144
          1          l2_subp0_read_tex_sector_queries    77881295    77881295    77881295    77881295
          1          l2_subp1_read_tex_sector_queries   102410063   102410063   102410063   102410063
          1         l2_subp0_write_tex_sector_queries  4799220882  4799220882  4799220882  4799220882
          1         l2_subp1_write_tex_sector_queries  4765258303  4765258303  4765258303  4765258303
          1             l2_subp0_read_tex_hit_sectors    77021454    77021454    77021454    77021454
          1             l2_subp1_read_tex_hit_sectors   102994979   102994979   102994979   102994979
          1            l2_subp0_write_tex_hit_sectors  4793003910  4793003910  4793003910  4793003910
          1            l2_subp1_write_tex_hit_sectors  4779129742  4779129742  4779129742  4779129742
          1        l2_subp0_total_read_sector_queries    78666511    78666511    78666511    78666511
          1        l2_subp1_total_read_sector_queries   101912370   101912370   101912370   101912370
          1       l2_subp0_total_write_sector_queries  4794453226  4794453226  4794453226  4794453226
          1       l2_subp1_total_write_sector_queries  4780579012  4780579012  4780579012  4780579012
          1                         elapsed_cycles_sm  3.3654e+11  3.3654e+11  3.3654e+11  3.3654e+11
          1                              generic_load  1171690676  1171690676  1171690676  1171690676
          1                             generic_store  7661054420  7661054420  7661054420  7661054420
          1                               global_load    22532577    22532577    22532577    22532577
          1                              global_store          33          33          33          33
          1                                local_load  2884636064  2884636064  2884636064  2884636064
          1                               local_store  1893045724  1893045724  1893045724  1893045724
