==73114== NVPROF is profiling process 73114, command: ./0123HomeWork 2 8
==73114== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==73114== Profiling application: ./0123HomeWork 2 8
==73114== Profiling result:
==73114== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors          24          24          24          24
          1                     fb_subp1_read_sectors         816         816         816         816
          1                    fb_subp0_write_sectors         109         109         109         109
          1                    fb_subp1_write_sectors         480         480         480         480
          1              l2_subp0_write_sector_misses         170         170         170         170
          1              l2_subp1_write_sector_misses         148         148         148         148
          1               l2_subp0_read_sector_misses          16          16          16          16
          1               l2_subp1_read_sector_misses          16          16          16          16
          1          l2_subp0_read_tex_sector_queries     3453044     3453044     3453044     3453044
          1          l2_subp1_read_tex_sector_queries     4412164     4412164     4412164     4412164
          1         l2_subp0_write_tex_sector_queries   218010930   218010930   218010930   218010930
          1         l2_subp1_write_tex_sector_queries   198370351   198370351   198370351   198370351
          1             l2_subp0_read_tex_hit_sectors     2943743     2943743     2943743     2943743
          1             l2_subp1_read_tex_hit_sectors     4906225     4906225     4906225     4906225
          1            l2_subp0_write_tex_hit_sectors   212848039   212848039   212848039   212848039
          1            l2_subp1_write_tex_hit_sectors   203290613   203290613   203290613   203290613
          1        l2_subp0_total_read_sector_queries     3046131     3046131     3046131     3046131
          1        l2_subp1_total_read_sector_queries     5008275     5008275     5008275     5008275
          1       l2_subp0_total_write_sector_queries   208184983   208184983   208184983   208184983
          1       l2_subp1_total_write_sector_queries   208665683   208665683   208665683   208665683
          1                              generic_load    51066600    51066600    51066600    51066600
          1                             generic_store   333897000   333897000   333897000   333897000
          1                               global_load      982052      982052      982052      982052
          1                              global_store          33          33          33          33
          1                                local_load   125842464   125842464   125842464   125842464
          1                               local_store    82584200    82584200    82584200    82584200
==73114== Warning: One or more events or metrics overflowed. Rerun with "--print-gpu-trace" for detail.
