==22326== NVPROF is profiling process 22326, command: ./0123HomeWork 64 2
==22326== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==22326== Profiling application: ./0123HomeWork 64 2
==22326== Profiling result:
==22326== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors         260         260         260         260
          1                     fb_subp1_read_sectors        5110        5110        5110        5110
          1                    fb_subp0_write_sectors        7569        7569        7569        7569
          1                    fb_subp1_write_sectors       10402       10402       10402       10402
          1              l2_subp0_write_sector_misses        7443        7443        7443        7443
          1              l2_subp1_write_sector_misses        7372        7372        7372        7372
          1               l2_subp0_read_sector_misses         342         342         342         342
          1               l2_subp1_read_sector_misses         288         288         288         288
          1          l2_subp0_read_tex_sector_queries    39081991    39081991    39081991    39081991
          1          l2_subp1_read_tex_sector_queries    52260503    52260503    52260503    52260503
          1         l2_subp0_write_tex_sector_queries  2421298730  2421298730  2421298730  2421298730
          1         l2_subp1_write_tex_sector_queries  2414292343  2414292343  2414292343  2414292343
          1             l2_subp0_read_tex_hit_sectors    39478421    39478421    39478421    39478421
          1             l2_subp1_read_tex_hit_sectors    51911962    51911962    51911962    51911962
          1            l2_subp0_write_tex_hit_sectors  2409246057  2409246057  2409246057  2409246057
          1            l2_subp1_write_tex_hit_sectors  2392204856  2392204856  2392204856  2392204856
          1        l2_subp0_total_read_sector_queries    39499980    39499980    39499980    39499980
          1        l2_subp1_total_read_sector_queries    51171091    51171091    51171091    51171091
          1       l2_subp0_total_write_sector_queries  2430147189  2430147189  2430147189  2430147189
          1       l2_subp1_total_write_sector_queries  2413560270  2413560270  2413560270  2413560270
          1                         elapsed_cycles_sm  1.7022e+11  1.7022e+11  1.7022e+11  1.7022e+11
          1                              generic_load   592983612   592983612   592983612   592983612
          1                             generic_store  3877200540  3877200540  3877200540  3877200540
          1                               global_load    11403595    11403595    11403595    11403595
          1                              global_store          33          33          33          33
          1                                local_load  1461454240  1461454240  1461454240  1461454240
          1                               local_store   959082652   959082652   959082652   959082652
