==444982== NVPROF is profiling process 444982, command: ./0123HomeWork 16 256
==444982== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==444982== Profiling application: ./0123HomeWork 16 256
==444982== Profiling result:
==444982== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors         324         324         324         324
          1                     fb_subp1_read_sectors         120         120         120         120
          1                    fb_subp0_write_sectors     1428264     1428264     1428264     1428264
          1                    fb_subp1_write_sectors     1516096     1516096     1516096     1516096
          1              l2_subp0_write_sector_misses     1432909     1432909     1432909     1432909
          1              l2_subp1_write_sector_misses     1552030     1552030     1552030     1552030
          1               l2_subp0_read_sector_misses         368         368         368         368
          1               l2_subp1_read_sector_misses         364         364         364         364
          1          l2_subp0_read_tex_sector_queries     5525254     5525254     5525254     5525254
          1          l2_subp1_read_tex_sector_queries     5422423     5422423     5422423     5422423
          1         l2_subp0_write_tex_sector_queries   186813880   186813880   186813880   186813880
          1         l2_subp1_write_tex_sector_queries   187189257   187189257   187189257   187189257
          1             l2_subp0_read_tex_hit_sectors     5876898     5876898     5876898     5876898
          1             l2_subp1_read_tex_hit_sectors     5760461     5760461     5760461     5760461
          1            l2_subp0_write_tex_hit_sectors   179892896   179892896   179892896   179892896
          1            l2_subp1_write_tex_hit_sectors   180257313   180257313   180257313   180257313
          1        l2_subp0_total_read_sector_queries     5540298     5540298     5540298     5540298
          1        l2_subp1_total_read_sector_queries     5443638     5443638     5443638     5443638
          1       l2_subp0_total_write_sector_queries   179210164   179210164   179210164   179210164
          1       l2_subp1_total_write_sector_queries   179578438   179578438   179578438   179578438
          1                         elapsed_cycles_sm  2691907700  2691907700  2691907700  2691907700
          1                              generic_load    10997636    10997636    10997636    10997636
          1                             generic_store    71907620    71907620    71907620    71907620
          1                               global_load      211621      211621      211621      211621
          1                              global_store          33          33          33          33
          1                                local_load    26532768    26532768    26532768    26532768
          1                               local_store    17418764    17418764    17418764    17418764
