==212375== NVPROF is profiling process 212375, command: ./0123HomeWork 4 128
==212375== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==212375== Profiling application: ./0123HomeWork 4 128
==212375== Profiling result:
==212375== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors          26          26          26          26
          1                     fb_subp1_read_sectors           0           0           0           0
          1                    fb_subp0_write_sectors        2113        2113        2113        2113
          1                    fb_subp1_write_sectors          41          41          41          41
          1              l2_subp0_write_sector_misses        2618        2618        2618        2618
          1              l2_subp1_write_sector_misses        2576        2576        2576        2576
          1               l2_subp0_read_sector_misses          42          42          42          42
          1               l2_subp1_read_sector_misses          44          44          44          44
          1          l2_subp0_read_tex_sector_queries       45522       45522       45522       45522
          1          l2_subp1_read_tex_sector_queries       48860       48860       48860       48860
          1         l2_subp0_write_tex_sector_queries     2784656     2784656     2784656     2784656
          1         l2_subp1_write_tex_sector_queries     2720529     2720529     2720529     2720529
          1             l2_subp0_read_tex_hit_sectors       45114       45114       45114       45114
          1             l2_subp1_read_tex_hit_sectors       48980       48980       48980       48980
          1            l2_subp0_write_tex_hit_sectors     2781104     2781104     2781104     2781104
          1            l2_subp1_write_tex_hit_sectors     2717297     2717297     2717297     2717297
          1        l2_subp0_total_read_sector_queries       47540       47540       47540       47540
          1        l2_subp1_total_read_sector_queries       50835       50835       50835       50835
          1       l2_subp0_total_write_sector_queries     2788060     2788060     2788060     2788060
          1       l2_subp1_total_write_sector_queries     2723926     2723926     2723926     2723926
          1                         elapsed_cycles_sm   274468700   274468700   274468700   274468700
          1                              generic_load      168272      168272      168272      168272
          1                             generic_store     1100240     1100240     1100240     1100240
          1                               global_load        3252        3252        3252        3252
          1                              global_store          33          33          33          33
          1                                local_load      414240      414240      414240      414240
          1                               local_store      272656      272656      272656      272656
