==184468== NVPROF is profiling process 184468, command: ./0123HomeWork 64 1
==184468== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==184468== Profiling application: ./0123HomeWork 64 1
==184468== Profiling result:
==184468== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors         815         815         815         815
          1                     fb_subp1_read_sectors         401         401         401         401
          1                    fb_subp0_write_sectors        3228        3228        3228        3228
          1                    fb_subp1_write_sectors        4392        4392        4392        4392
          1              l2_subp0_write_sector_misses        3041        3041        3041        3041
          1              l2_subp1_write_sector_misses        3087        3087        3087        3087
          1               l2_subp0_read_sector_misses         983         983         983         983
          1               l2_subp1_read_sector_misses         944         944         944         944
          1          l2_subp0_read_tex_sector_queries       53540       53540       53540       53540
          1          l2_subp1_read_tex_sector_queries       70250       70250       70250       70250
          1         l2_subp0_write_tex_sector_queries     3253790     3253790     3253790     3253790
          1         l2_subp1_write_tex_sector_queries     3244403     3244403     3244403     3244403
          1             l2_subp0_read_tex_hit_sectors       52378       52378       52378       52378
          1             l2_subp1_read_tex_hit_sectors       70121       70121       70121       70121
          1            l2_subp0_write_tex_hit_sectors     3252558     3252558     3252558     3252558
          1            l2_subp1_write_tex_hit_sectors     3243203     3243203     3243203     3243203
          1        l2_subp0_total_read_sector_queries       56460       56460       56460       56460
          1        l2_subp1_total_read_sector_queries       73299       73299       73299       73299
          1       l2_subp0_total_write_sector_queries     3269649     3269649     3269649     3269649
          1       l2_subp1_total_write_sector_queries     3246540     3246540     3246540     3246540
          1                         elapsed_cycles_sm   230034764   230034764   230034764   230034764
          1                              generic_load      795704      795704      795704      795704
          1                             generic_store     5202680     5202680     5202680     5202680
          1                               global_load       15366       15366       15366       15366
          1                              global_store          33          33          33          33
          1                                local_load     1954976     1954976     1954976     1954976
          1                               local_store     1286260     1286260     1286260     1286260
