==176797== NVPROF is profiling process 176797, command: ./0123HomeWork 80 1
==176797== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==176797== Profiling application: ./0123HomeWork 80 1
==176797== Profiling result:
==176797== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors        1199        1199        1199        1199
          1                     fb_subp1_read_sectors        4665        4665        4665        4665
          1                    fb_subp0_write_sectors        6684        6684        6684        6684
          1                    fb_subp1_write_sectors       15734       15734       15734       15734
          1              l2_subp0_write_sector_misses        6714        6714        6714        6714
          1              l2_subp1_write_sector_misses        6686        6686        6686        6686
          1               l2_subp0_read_sector_misses        1176        1176        1176        1176
          1               l2_subp1_read_sector_misses        1170        1170        1170        1170
          1          l2_subp0_read_tex_sector_queries       39063       39063       39063       39063
          1          l2_subp1_read_tex_sector_queries       51039       51039       51039       51039
          1         l2_subp0_write_tex_sector_queries     2341422     2341422     2341422     2341422
          1         l2_subp1_write_tex_sector_queries     2336099     2336099     2336099     2336099
          1             l2_subp0_read_tex_hit_sectors       38628       38628       38628       38628
          1             l2_subp1_read_tex_hit_sectors       50273       50273       50273       50273
          1            l2_subp0_write_tex_hit_sectors     2333132     2333132     2333132     2333132
          1            l2_subp1_write_tex_hit_sectors     2322741     2322741     2322741     2322741
          1        l2_subp0_total_read_sector_queries       42166       42166       42166       42166
          1        l2_subp1_total_read_sector_queries       53355       53355       53355       53355
          1       l2_subp0_total_write_sector_queries     2374852     2374852     2374852     2374852
          1       l2_subp1_total_write_sector_queries     2333755     2333755     2333755     2333755
          1                         elapsed_cycles_sm   133147730   133147730   133147730   133147730
          1                              generic_load      575640      575640      575640      575640
          1                             generic_store     3763800     3763800     3763800     3763800
          1                               global_load       11150       11150       11150       11150
          1                              global_store          33          33          33          33
          1                                local_load     1409568     1409568     1409568     1409568
          1                               local_store      929168      929168      929168      929168
