==215382== NVPROF is profiling process 215382, command: ./0123HomeWork 4 16
==215382== Some kernel(s) will be replayed on device 0 in order to collect all events/metrics.
==215382== Profiling application: ./0123HomeWork 4 16
==215382== Profiling result:
==215382== Event result:
Invocations                                Event Name         Min         Max         Avg       Total
Device "Tesla V100-PCIE-16GB (0)"
    Kernel: find_hash(int, int)
          1                     fb_subp0_read_sectors         312         312         312         312
          1                     fb_subp1_read_sectors           4           4           4           4
          1                    fb_subp0_write_sectors         556         556         556         556
          1                    fb_subp1_write_sectors         684         684         684         684
          1              l2_subp0_write_sector_misses         788         788         788         788
          1              l2_subp1_write_sector_misses         752         752         752         752
          1               l2_subp0_read_sector_misses         352         352         352         352
          1               l2_subp1_read_sector_misses         348         348         348         348
          1          l2_subp0_read_tex_sector_queries       42212       42212       42212       42212
          1          l2_subp1_read_tex_sector_queries       54980       54980       54980       54980
          1         l2_subp0_write_tex_sector_queries     2739796     2739796     2739796     2739796
          1         l2_subp1_write_tex_sector_queries     2742973     2742973     2742973     2742973
          1             l2_subp0_read_tex_hit_sectors       48658       48658       48658       48658
          1             l2_subp1_read_tex_hit_sectors       48519       48519       48519       48519
          1            l2_subp0_write_tex_hit_sectors     2809136     2809136     2809136     2809136
          1            l2_subp1_write_tex_hit_sectors     2679569     2679569     2679569     2679569
          1        l2_subp0_total_read_sector_queries       44240       44240       44240       44240
          1        l2_subp1_total_read_sector_queries       57116       57116       57116       57116
          1       l2_subp0_total_write_sector_queries     2769336     2769336     2769336     2769336
          1       l2_subp1_total_write_sector_queries     2709407     2709407     2709407     2709407
          1                         elapsed_cycles_sm  1573953526  1573953526  1573953526  1573953526
          1                              generic_load      336492      336492      336492      336492
          1                             generic_store     2200140     2200140     2200140     2200140
          1                               global_load        6475        6475        6475        6475
          1                              global_store          33          33          33          33
          1                                local_load      827680      827680      827680      827680
          1                               local_store      543352      543352      543352      543352
